Word1,Word2,Frequency
ring,giant,1
food,sister,1
air,husband,1
prize,winner,1
powder,pūjāri,1
pool,offspring,1
fluid,offspring,1
car,pūjāri,1
saw,pūjāri,1
rope,pūjāri,1
rope,inhabitant,1
umbrella,guru,1
screen,guru,1
mutton,guru,1
pork,guru,1
grain,headman,1
emblem,bride,1
seat,guru,1
hair,author,1
tattoo,author,1
gun,priest,1
air,priest,1
stick,daughter,1
pile,father,1
pile,bridegroom,1
sword,headman,1
air,goddess,1
medicine,goddess,1
medicine,pūjāri,1
comb,goddess,1
surface,goddess,1
pay,employer,1
harvest,employer,1
revenue,headman,1
pipe,astrologer,1
wood,performer,1
costume,performer,1
income,expert,1
powder,performer,1
paste,performer,1
turmeric,performer,1
flour,performer,1
lime,performer,1
plank,performer,1
platter,son,1
land,father,1
mat,brother,1
gun,chief,1
gun,mourner,1
stock,headman,1
wood,headman,1
castor,child,1
flute,expert,1
knife,heir,1
knife,cooly,1
heirloom,cooly,1
capital,prince,1
capital,convert,1
soil,agriculturist,1
deposit,saint,1
dress,ancestor,1
drink,patient,1
cane,patient,1
sugar,convert,1
jaggery,convert,1
toddy,convert,1
text,priest,1
net,widow,1
feast,king,1
timber,merchant,1
tobacco,hawker,1
tobacco,soldier,1
tea,hawker,1
tea,soldier,1
tea,native,1
coffee,hawker,1
coffee,soldier,1
coffee,native,1
plate,patient,1
wealth,chief,1
boat,overlord,1
produce,overlord,1
sugar,devotee,1
money,devotee,1
lime,devotee,1
spirit,disciple,1
spirit,master,1
spirit,saint,1
spirit,pupil,1
tamarind,bride,1
tamarind,bridegroom,1
garment,priest,1
drum,expert,1
spirit,father,1
wood,worker,1
palanquin,witness,1
ivory,witness,1
pile,descendant,1
water,descendant,1
pot,descendant,1
ground,descendant,1
cross,king,1
roll,chieftain,1
spirit,thief,1
fanam,householder,1
anna,householder,1
mud,householder,1
pay,householder,1
harvest,enemy,1
track,police,1
lead,husbandmen,1
earth,stranger,1
meal,stranger,1
crown,bearer,1
box,father,1
cake,uncle,1
dish,uncle,1
manuscript,attendant,1
manuscript,husband,1
tāli,attendant,1
seat,husband,1
seat,widow,1
shell,elder,1
fire,offspring,1
rice,offspring,1
seat,offspring,1
cup,mother,1
paste,husband,1
paste,sister,1
iron,husband,1
iron,sister,1
flour,sister,1
lamp,chief,1
lamp,mourner,1
flour,son,1
flour,chief,1
flour,mourner,1
vessel,karta,1
pot,karta,1
cash,barber,1
sugar,karta,1
grain,karta,1
food,karta,1
lamp,karta,1
pulse,karta,1
money,karta,1
meal,father,1
meal,karta,1
oil,karta,1
wall,barber,1
wall,wife,1
wall,chief,1
wall,mourner,1
grain,mourner,1
stick,barber,1
stick,wife,1
stick,chief,1
stick,mourner,1
football,official,1
weapon,thrower,1
hole,ancestor,1
soil,ancestor,1
table,fisherman,1
table,official,1
dish,fisherman,1
dish,official,1
pay,official,1
share,barber,1
fish,barber,1
object,barber,1
hook,wife,1
grain,king,1
pillar,bride,1
pillar,daughter,1
grain,daughter,1
castor,cultivator,1
oil,cultivator,1
linga,cultivator,1
ashes,cultivator,1
moon,astrologer,1
silver,husband,1
cart,husband,1
ring,carpenter,1
fee,carpenter,1
cart,zemindar,1
idol,widow,1
powder,maker,1
powder,contractor,1
powder,painter,1
tax,officer,1
income,officer,1
bit,friend,1
property,elder,1
hook,nephew,1
blanket,nephew,1
moon,celibate,1
share,prey,1
fish,customer,1
water,planter,1
oil,planter,1
fish,planter,1
manure,planter,1
weapon,bearer,1
spirit,bearer,1
sword,bearer,1
knife,bearer,1
coat,bride,1
fee,father,1
fee,wife,1
fee,mother,1
paste,son,1
sandal,son,1
tamarind,son,1
food,sage,1
powder,expert,1
vehicle,child,1
land,friend,1
book,leader,1
land,priest,1
land,pūjāri,1
gong,priest,1
bell,priest,1
sword,pūjāri,1
bell,pūjāri,1
fee,dancer,1
cot,pūjāri,1
stool,pūjāri,1
metal,pūjāri,1
jewelry,pūjāri,1
axe,mother,1
post,partner,1
fire,servant,1
box,son,1
box,servant,1
box,wife,1
seat,writer,1
seat,native,1
floor,writer,1
floor,native,1
property,manager,1
rice,householder,1
meal,householder,1
lead,widow,1
metal,enemy,1
gold,enemy,1
ground,ruler,1
spirit,expert,1
jewelry,thief,1
curds,virgin,1
sugar,virgin,1
water,virgin,1
pot,virgin,1
rice,virgin,1
honey,virgin,1
litter,virgin,1
cane,virgin,1
bundle,householder,1
fire,householder,1
vessel,householder,1
tāli,guard,1
string,chief,1
string,guard,1
mirror,chief,1
mirror,guard,1
arrow,chief,1
arrow,guard,1
wealth,friend,1
litter,bride,1
litter,bridegroom,1
lamp,guard,1
lamp,father,1
hearth,bride,1
garland,father,1
reflection,bride,1
reflection,brother,1
mirror,brother,1
surface,bride,1
surface,brother,1
paddy,brother,1
ghee,brother,1
pole,bride,1
star,husband,1
umbrella,wife,1
fruit,chief,1
juice,offspring,1
juice,chief,1
curds,wife,1
curds,husband,1
curds,offspring,1
curds,chief,1
grain,offspring,1
hair,offspring,1
barley,wife,1
barley,husband,1
barley,offspring,1
barley,chief,1
ghee,father,1
ash,father,1
pot,performer,1
pyre,performer,1
water,witness,1
earth,performer,1
ashes,performer,1
tank,performer,1
pay,mother,1
pay,spectator,1
door,servant,1
door,maid,1
dead,guardian,1
capital,consort,1
lamp,saint,1
fee,teacher,1
stick,preceptor,1
wood,preceptor,1
vessel,guru,1
canopy,prince,1
money,widow,1
pay,widow,1
thread,karta,1
badge,aunt,1
wick,uncle,1
butter,uncle,1
bed,son,1
money,poet,1
pay,assistant,1
board,employer,1
share,employer,1
crown,ruler,1
ashes,preceptor,1
food,manager,1
water,manager,1
water,stranger,1
drink,manager,1
drink,stranger,1
turmeric,manager,1
turmeric,stranger,1
tin,bride,1
tin,bridegroom,1
uppu,bride,1
uppu,bridegroom,1
money,servant,1
gold,servant,1
dowry,servant,1
bundle,sister,1
bundle,cooly,1
milk,cooly,1
vessel,cooly,1
shell,mother,1
instrument,mother,1
sandal,mother,1
juice,sister,1
drink,sister,1
coral,purōhit,1
glass,child,1
glass,uncle,1
tray,aunt,1
bead,child,1
table,goddess,1
pipe,dāsis,1
flute,dāsis,1
bag,dāsis,1
drum,dāsis,1
chair,victim,1
umbrella,patient,1
stick,patient,1
blanket,patient,1
turmeric,patient,1
mustard,patient,1
stick,father,1
stick,husband,1
stick,owner,1
corpse,patient,1
dead,patient,1
gun,son,1
flesh,chief,1
rice,ancestor,1
tent,uncle,1
tent,nephew,1
saw,nephew,1
lamp,nephew,1
brass,uncle,1
brass,nephew,1
money,accountant,1
silk,consort,1
paddy,chieftain,1
tāli,servant,1
tāli,master,1
crown,father,1
crown,brother,1
crown,mother,1
blanket,father,1
sword,astrologer,1
sword,purōhit,1
arrow,priest,1
arrow,astrologer,1
glass,astrologer,1
turmeric,native,1
canopy,weaver,1
gate,guard,1
shield,guard,1
sword,guard,1
bit,father,1
bit,goldsmith,1
hole,father,1
anna,goldsmith,1
money,villager,1
idol,mother,1
clay,mother,1
clay,daughter,1
pole,astrologer,1
hole,mother,1
hole,daughter,1
jewel,mother,1
jewel,daughter,1
string,daughter,1
gold,daughter,1
silk,daughter,1
jewel,friend,1
gold,friend,1
tāli,virgin,1
jewel,virgin,1
piece,astrologer,1
money,astrologer,1
door,aunt,1
stuff,bride,1
pillow,wife,1
pillow,bridegroom,1
wine,bride,1
juice,uncle,1
cup,uncle,1
metal,babe,1
drum,babe,1
bell,babe,1
knife,sister,1
hole,brother,1
floor,father,1
floor,uncle,1
mortar,child,1
post,child,1
star,child,1
plank,child,1
salt,child,1
urine,child,1
charcoal,child,1
lime,child,1
weapon,washerman,1
string,goldsmith,1
gold,baby,1
silver,baby,1
copper,baby,1
copper,father,1
copper,goldsmith,1
lead,baby,1
lead,father,1
lead,goldsmith,1
iron,baby,1
iron,father,1
iron,goldsmith,1
curry,child,1
fanam,child,1
strip,child,1
cash,child,1
key,teacher,1
key,child,1
gold,operator,1
silver,operator,1
cup,traveller,1
water,traveller,1
ring,traveller,1
gold,traveller,1
piece,traveller,1
spirit,adult,1
rice,adult,1
pyre,adult,1
pyre,brother,1
pyre,sister,1
hair,nephew,1
weapon,saint,1
ground,saint,1
seat,saint,1
sword,saint,1
emblem,saint,1
throne,consort,1
throne,planter,1
rice,consort,1
rice,planter,1
bangle,messenger,1
feast,villager,1
silver,servant,1
flag,servant,1
umbrella,blacksmith,1
silver,blacksmith,1
pole,headman,1
wick,dancer,1
lamp,dancer,1
fluid,priest,1
fluid,goddess,1
fluid,chief,1
hook,priest,1
hook,chief,1
rice,servant,1
flesh,servant,1
thread,goldsmith,1
umbrella,uncle,1
umbrella,nephew,1
silver,uncle,1
silver,nephew,1
string,infant,1
silver,infant,1
silver,offspring,1
image,child,1
image,offspring,1
pot,leader,1
ghee,leader,1
plate,pilgrim,1
orange,pilgrim,1
ashes,beggar,1
money,beggar,1
silver,pilgrim,1
lock,pilgrim,1
water,attendant,1
toddy,attendant,1
deposit,headman,1
bag,brother,1
bag,native,1
money,native,1
stick,brother,1
stick,native,1
shield,dancer,1
metal,dancer,1
idol,king,1
car,king,1
land,goldsmith,1
revenue,goldsmith,1
anna,assistant,1
share,labourer,1
tank,seller,1
ladle,friend,1
pot,friend,1
meal,friend,1
stake,bride,1
stake,bridegroom,1
stick,king,1
edge,widower,1
edge,widow,1
water,widower,1
bottu,brother,1
musk,headman,1
star,wife,1
emblem,wife,1
tāli,soothsayer,1
dowry,child,1
sugar,daughter,1
sugar,aunt,1
jaggery,daughter,1
jaggery,aunt,1
rice,messenger,1
loom,goddess,1
linga,enemy,1
piece,saint,1
pile,bride,1
screw,bride,1
chaplet,bride,1
grain,sorcerer,1
cup,sorcerer,1
vessel,sorcerer,1
revenue,attendant,1
revenue,messenger,1
revenue,watchman,1
pile,performer,1
tent,performer,1
pole,performer,1
drum,performer,1
wound,performer,1
rock,native,1
food,victim,1
string,victim,1
platform,victim,1
honey,hunter,1
tobacco,contractor,1
salt,contractor,1
fruit,contractor,1
rear,contractor,1
hook,expert,1
wood,expert,1
railway,blacksmith,1
railway,cultivator,1
railway,peon,1
railway,gardener,1
railway,cooly,1
tax,blacksmith,1
tax,cultivator,1
tax,peon,1
tax,gardener,1
tax,cooly,1
grain,landowner,1
land,landowner,1
marakkāls,landowner,1
paste,uncle,1
fruit,uncle,1
sandal,uncle,1
metal,barber,1
tāli,assistant,1
butter,wife,1
tray,grandfather,1
money,grandfather,1
dung,bride,1
surface,sister,1
fire,native,1
book,native,1
book,reader,1
poem,author,1
poem,king,1
tank,brother,1
meat,adult,1
meat,widow,1
dress,stranger,1
throne,bridegroom,1
necklace,priest,1
pile,goddess,1
pariyam,headman,1
stone,brother,1
patch,bridegroom,1
water,baby,1
dung,baby,1
turban,adult,1
tax,adult,1
pay,adult,1
umbrella,barber,1
dress,washerman,1
saw,washerman,1
saw,carpenter,1
shield,son,1
shield,chief,1
shield,mourner,1
spear,son,1
spear,chief,1
spear,mourner,1
silver,mourner,1
sword,mourner,1
bangle,chief,1
bangle,mourner,1
umbrella,mourner,1
fire,sorcerer,1
toddy,sorcerer,1
drum,chief,1
vessel,stranger,1
lingam,celibate,1
flesh,mendicant,1
lingam,mendicant,1
instrument,dāsis,1
fish,prey,1
surface,prey,1
wood,runner,1
bundle,betrothed,1
stock,child,1
corpse,scavenger,1
paste,attendant,1
rice,attendant,1
butter,attendant,1
flour,attendant,1
ground,performer,1
platform,chief,1
clothing,goddess,1
tāli,goddess,1
beef,priest,1
beef,wife,1
ground,delinquent,1
heap,delinquent,1
basket,delinquent,1
earth,headman,1
pot,headman,1
moon,headman,1
fanam,headman,1
fee,potter,1
paddy,potter,1
pumpkin,potter,1
box,headman,1
urine,celebrant,1
urine,priest,1
milk,celebrant,1
post,celebrant,1
turmeric,celebrant,1
tank,cousin,1
hole,bride,1
hole,bridegroom,1
camphor,wife,1
dowry,headman,1
screen,mother,1
screen,sister,1
mortar,mother,1
mortar,elder,1
water,elder,1
dresser,goddess,1
dresser,wife,1
corpse,sorcerer,1
anna,barber,1
anna,son,1
mark,barber,1
vessel,son,1
ground,grandson,1
paddy,grandson,1
water,heir,1
vessel,heir,1
fish,heir,1
mortgage,son,1
pay,labourer,1
box,king,1
gift,daughter,1
box,daughter,1
pool,goddess,1
milk,neighbour,1
milk,donor,1
camphor,client,1
money,client,1
rice,client,1
paddy,client,1
toddy,client,1
flour,client,1
vehicle,enemy,1
wax,enemy,1
bone,goddess,1
bone,enemy,1
art,preceptor,1
liquor,disciple,1
oil,baby,1
oil,sorcerer,1
water,victim,1
shell,victim,1
turmeric,victim,1
ground,sorcerer,1
dung,sorcerer,1
mark,sorcerer,1
fine,official,1
lingam,wife,1
ashes,wife,1
milk,landlord,1
pot,police,1
ground,police,1
tāli,son,1
mortar,performer,1
dung,diviner,1
mortgage,landowner,1
pay,landowner,1
produce,landowner,1
fanam,priest,1
basket,maker,1
basket,offspring,1
basket,merchant,1
fish,son,1
fish,consort,1
fish,infant,1
badge,chief,1
pearl,king,1
chank,chief,1
produce,chief,1
pearl,judge,1
pearl,master,1
revenue,master,1
income,king,1
revenue,king,1
bit,wife,1
silk,king,1
art,king,1
produce,goddess,1
silk,resident,1
land,mother,1
silk,native,1
axe,barber,1
axe,patient,1
fan,barber,1
fan,patient,1
fuel,patient,1
heap,wife,1
rock,fisherman,1
boat,guard,1
flag,guard,1
cap,guard,1
straw,headman,1
object,headman,1
horn,widow,1
dish,widow,1
silver,messenger,1
gunny,sister,1
bag,sister,1
stock,sister,1
air,victim,1
object,priest,1
land,patron,1
thread,novice,1
tank,novice,1
ground,nephew,1
palanquin,cowherd,1
palanquin,founder,1
fence,bride,1
fence,bridegroom,1
fire,suitor,1
stick,suitor,1
pit,bride,1
fire,maid,1
stick,maid,1
drink,pūjāri,1
impression,attendant,1
wind,leader,1
key,leader,1
bracelet,husband,1
saw,husband,1
pit,stranger,1
egg,goddess,1
harvest,goddess,1
earth,mason,1
pot,servant,1
pot,maid,1
cross,performer,1
horn,performer,1
string,performer,1
object,enemy,1
ground,landlord,1
pay,landlord,1
earth,ruler,1
rear,chief,1
land,warrior,1
land,son,1
thread,dyer,1
thread,tailor,1
nut,dyer,1
nut,tailor,1
screen,chief,1
ladle,wife,1
necklace,wife,1
necklace,widow,1
sword,soldier,1
pack,descendant,1
screw,priest,1
screw,bridegroom,1
screw,purōhit,1
pillar,bridegroom,1
bundle,carpenter,1
bran,bridegroom,1
bran,purōhit,1
sugar,purōhit,1
wheat,bridegroom,1
wheat,purōhit,1
water,purōhit,1
cultivation,native,1
shoe,headman,1
fine,chief,1
dress,chief,1
product,chief,1
fine,weaver,1
feast,ancestor,1
camphor,pūjāri,1
share,master,1
revenue,chieftain,1
ornament,chief,1
property,contractor,1
dress,headman,1
pot,beggar,1
fan,mendicant,1
pot,mendicant,1
brass,mendicant,1
banner,king,1
mirror,king,1
rent,zemindar,1
rent,chief,1
cash,zemindar,1
cash,chief,1
flesh,headman,1
mortgage,headman,1
fire,zemindar,1
cultivation,husband,1
rupee,brother,1
pulse,father,1
pulse,mother,1
bangle,wife,1
pay,suitor,1
liquor,son,1
platter,bride,1
platter,bridegroom,1
gun,child,1
powder,child,1
platform,brother,1
wick,seller,1
land,seller,1
liquor,child,1
medicine,child,1
wick,patient,1
cup,patient,1
basket,mother,1
cup,father,1
arrow,patient,1
toddy,patient,1
fuel,son,1
fuel,wife,1
wall,expert,1
hole,expert,1
mud,expert,1
object,bridegroom,1
tank,pūjāri,1
earth,offspring,1
ashes,offspring,1
rupee,pūjāri,1
cap,pūjāri,1
ashes,goddess,1
cup,fisherman,1
cup,pūjāri,1
idol,fisherman,1
brass,fisherman,1
dress,fisherman,1
dress,pūjāri,1
bone,fisherman,1
bone,pūjāri,1
piece,fisherman,1
piece,pūjāri,1
lime,tailor,1
shoe,worker,1
coin,author,1
food,consort,1
post,son,1
post,ancestor,1
medicine,daughter,1
border,writer,1
fibre,guard,1
ring,guard,1
crop,guard,1
saw,teacher,1
saw,cultivator,1
saw,driver,1
saw,merchant,1
saw,cooly,1
cart,teacher,1
cart,cultivator,1
cart,merchant,1
cart,cooly,1
pile,witness,1
stone,witness,1
rāgi,son,1
linga,mother,1
ring,goddess,1
drum,police,1
floor,goldsmith,1
mud,goldsmith,1
embankment,goldsmith,1
art,goldsmith,1
drawers,offspring,1
toddy,offspring,1
food,dyer,1
drink,minister,1
pot,ancestor,1
water,patron,1
tank,patron,1
liquor,king,1
meal,ancestor,1
meat,ancestor,1
debt,lender,1
debt,sowcar,1
cash,lender,1
cash,sowcar,1
cash,son,1
food,sowcar,1
land,sowcar,1
land,brother,1
liquor,sowcar,1
food,prostitute,1
land,merchant,1
pepper,traveller,1
lead,king,1
lead,native,1
income,patron,1
income,saint,1
tin,priest,1
tin,astrologer,1
coin,mother,1
money,guru,1
lock,bride,1
lock,mother,1
lock,bridegroom,1
dress,uncle,1
expense,mother,1
hair,baby,1
track,guard,1
lock,guard,1
tāli,clergyman,1
ring,clergyman,1
thread,pupil,1
mark,performer,1
asterism,chief,1
rent,cultivator,1
payment,master,1
payment,farmer,1
produce,master,1
paddy,sorcerer,1
ashes,sorcerer,1
paste,servant,1
paste,priest,1
sandal,servant,1
sandal,priest,1
food,mourner,1
chank,bearer,1
fire,bearer,1
grain,ancestor,1
post,clerk,1
star,father,1
star,son,1
star,astrologer,1
star,daughter,1
door,sister,1
shield,bridegroom,1
property,parent,1
stool,astrologer,1
lamp,astrologer,1
cotton,astrologer,1
mat,sister,1
mortgage,landlord,1
border,sister,1
rear,friend,1
crown,barber,1
cross,barber,1
water,friend,1
rice,friend,1
lamp,friend,1
plate,friend,1
towel,bride,1
towel,bridegroom,1
handkerchief,mother,1
handkerchief,sister,1
sugar,mother,1
tobacco,chieftain,1
fee,chieftain,1
stuff,bridegroom,1
product,son,1
product,mother,1
product,daughter,1
product,stranger,1
bundle,accountant,1
tobacco,accountant,1
tobacco,giver,1
bundle,wife,1
bundle,mother,1
tobacco,wife,1
tobacco,mother,1
tobacco,sister,1
gate,father,1
gate,niece,1
stool,brother,1
stool,husband,1
stool,sister,1
stool,daughter,1
stool,niece,1
fanam,husband,1
fanam,sister,1
oil,husband,1
oil,sister,1
bread,sister,1
bread,uncle,1
stool,washerman,1
straw,washerman,1
silk,wife,1
silk,uncle,1
fanam,washerman,1
rope,washerman,1
metal,washerman,1
stick,washerman,1
plate,washerman,1
bell,washerman,1
juice,father,1
tamarind,father,1
jaggery,wife,1
jaggery,sister,1
fee,midwife,1
plate,brother,1
bell,child,1
pool,barber,1
milk,brother,1
bracelet,child,1
bag,husband,1
bag,child,1
flour,mother,1
mat,grandfather,1
door,elder,1
cake,landlord,1
gold,landlord,1
book,landlord,1
rice,teacher,1
plate,teacher,1
pill,doctor,1
letter,child,1
thorn,child,1
seat,carpenter,1
stick,blacksmith,1
arrow,blacksmith,1
fanam,goldsmith,1
rice,goldsmith,1
lamp,goldsmith,1
vessel,goldsmith,1
paddy,goldsmith,1
mat,wife,1
mat,uncle,1
fanam,father,1
gold,barber,1
ornament,barber,1
crown,wife,1
crown,uncle,1
wood,bridegroom,1
corpse,owner,1
cotton,owner,1
lamp,daughter,1
lamp,niece,1
mat,daughter,1
mat,niece,1
wick,son,1
iron,barber,1
handkerchief,barber,1
powder,barber,1
paddy,heir,1
basket,son,1
floor,washerman,1
powder,son,1
strip,son,1
salt,barber,1
property,barber,1
ring,barber,1
silk,barber,1
cotton,barber,1
jaggery,barber,1
drink,barber,1
jaggery,neighbour,1
spirit,celebrant,1
spirit,architect,1
spirit,carpenter,1
toddy,architect,1
toddy,carpenter,1
incense,architect,1
incense,carpenter,1
milk,owner,1
toddy,expert,1
juice,owner,1
tax,servant,1
fee,landlord,1
bed,guru,1
land,artisan,1
land,fisherman,1
revenue,artisan,1
revenue,fisherman,1
spirit,guardian,1
gift,artisan,1
tank,carpenter,1
door,king,1
knife,slave,1
crown,goldsmith,1
stick,assistant,1
fire,palol,1
wood,palol,1
fire,candidate,1
wood,assistant,1
wood,candidate,1
herd,priest,1
herd,palol,1
herd,assistant,1
crevice,uncle,1
product,uncle,1
bow,widow,1
arrow,widow,1
arrow,wife,1
moon,father,1
ladder,mother,1
bier,mother,1
sack,mother,1
comb,mother,1
needle,mother,1
jaggery,widower,1
corpse,widower,1
rice,widower,1
hair,widower,1
meal,widower,1
dead,daughter,1
pyre,daughter,1
handkerchief,constable,1
handkerchief,police,1
handkerchief,guard,1
fragment,daughter,1
hair,daughter,1
lock,daughter,1
corpse,leper,1
beard,grandfather,1
hair,grandfather,1
fanam,astrologer,1
water,weaver,1
image,weaver,1
share,weaver,1
tobacco,police,1
sugar,police,1
cane,police,1
ground,witness,1
string,brother,1
fire,uncle,1
pot,uncle,1
camphor,widow,1
butter,widow,1
sandal,widow,1
wealth,custodian,1
revenue,custodian,1
corpse,consort,1
dagger,father,1
dagger,mother,1
grain,sister,1
mark,nomad,1
money,owner,1
feast,owner,1
nut,owner,1
umbrella,stranger,1
chintz,washerman,1
drawers,bride,1
drawers,brother,1
turban,brother,1
dhornam,headman,1
dhornam,assistant,1
plate,beggar,1
brass,beggar,1
rain,bridegroom,1
salt,widow,1
blanket,goddess,1
cord,pūjāri,1
dowry,brother,1
dowry,daughter,1
food,cooly,1
store,servant,1
dung,priest,1
property,chief,1
property,mourner,1
umbrella,servant,1
piece,servant,1
table,wife,1
oven,wife,1
hole,wife,1
pyre,wife,1
ashes,grandson,1
ashes,grandfather,1
earth,grandson,1
salt,chief,1
tāli,resident,1
badge,resident,1
wire,bridegroom,1
screen,husband,1
mortar,headman,1
mortar,wife,1
ground,headman,1
plate,expert,1
rope,expert,1
iron,expert,1
cross,bridegroom,1
pāl,father,1
pāl,mother,1
disc,wife,1
disc,husband,1
car,sister,1
post,goddess,1
wind,adult,1
mask,goddess,1
silk,patient,1
pulse,patient,1
butter,patient,1
honey,patient,1
salt,patient,1
needle,surgeon,1
saffron,patient,1
medicine,native,1
fire,cooly,1
wood,cooly,1
paddy,cooly,1
umbrella,headman,1
blanket,headman,1
marakkāls,bridegroom,1
fire,celebrant,1
grain,heir,1
wind,heir,1
wind,chief,1
basket,heir,1
basket,chief,1
hole,widow,1
spirit,widow,1
mortar,heir,1
lamp,heir,1
boat,author,1
powder,washerwoman,1
turmeric,washerwoman,1
silk,ruler,1
piece,ruler,1
sandal,ruler,1
post,saint,1
door,saint,1
turban,nephew,1
boat,expert,1
sword,expert,1
boat,headman,1
boat,official,1
spirit,prince,1
coin,successor,1
gold,successor,1
salt,successor,1
rope,successor,1
shell,fisherman,1
boat,fisherman,1
arrow,marksman,1
water,prey,1
water,sportsman,1
piece,prey,1
piece,sportsman,1
lead,zamindar,1
ashes,zamindar,1
piece,uncle,1
plank,sister,1
land,bride,1
grain,ryot,1
harvest,ryot,1
pole,potter,1
milk,potter,1
post,potter,1
rice,mendicant,1
mud,mendicant,1
platform,mendicant,1
thread,saint,1
oil,trader,1
post,bachelor,1
orange,goddess,1
pole,goddess,1
umbrella,goddess,1
copper,pūjāri,1
carcase,pūjāri,1
sugar,priest,1
costume,priest,1
floor,chief,1
gate,child,1
rod,priest,1
wine,husband,1
ground,correspondent,1
wound,daughter,1
dress,goddess,1
metal,mother,1
fruit,wife,1
fruit,sister,1
metal,father,1
pepper,mother,1
ball,mother,1
wound,mother,1
bell,mother,1
bell,enemy,1
pipe,dwarf,1
horn,dwarf,1
shell,dwarf,1
toddy,dwarf,1
fruit,dwarf,1
moon,king,1
poison,king,1
trident,preceptor,1
sword,preceptor,1
ashes,enemy,1
car,enemy,1
sword,enemy,1
earth,adversary,1
ground,adversary,1
sword,adversary,1
earth,enemy,1
stone,enemy,1
plough,king,1
capital,minister,1
garb,cowherd,1
pay,minister,1
pay,cowherd,1
palanquin,minister,1
palanquin,headman,1
silver,king,1
crown,priest,1
thread,author,1
palanquin,officer,1
palanquin,native,1
revenue,husbandmen,1
coffee,zamindar,1
coffee,landholder,1
coffee,labourer,1
coffee,peon,1
coffee,owner,1
vehicle,bride,1
vehicle,bridegroom,1
necklace,uncle,1
bow,son,1
string,son,1
capital,father,1
throne,elder,1
cultivation,conqueror,1
cultivation,father,1
wilderness,conqueror,1
wilderness,father,1
badge,uncle,1
badge,daughter,1
dress,sister,1
dress,daughter,1
thread,infant,1
revenue,servant,1
grain,official,1
harvest,official,1
bali,son,1
object,native,1
plank,patient,1
slab,maker,1
idol,chief,1
idol,guard,1
bracelet,priest,1
bracelet,chief,1
dead,astrologer,1
bracelet,bride,1
bracelet,bridegroom,1
wilderness,rishi,1
anna,child,1
charcoal,blacksmith,1
pole,purōhit,1
knife,infant,1
shadow,goddess,1
shadow,pupil,1
camphor,pupil,1
feast,soothsayer,1
rice,soothsayer,1
drum,brother,1
charcoal,brother,1
powder,widower,1
powder,widow,1
stone,widower,1
stone,widow,1
milk,widower,1
fruit,widower,1
fruit,widow,1
clay,son,1
net,expert,1
basket,expert,1
wage,contractor,1
jewellery,husband,1
